Timestamp,Name,CPU_Perc,Mem_Usage,Mem_Perc,Net_IO,Block_IO,PIDs
2026-07-31 10:05:26,ouster,45.02%,112.3MiB / 30.66GiB,0.36%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:26,mapir-ffmpeg,7.30%,124.9MiB / 30.66GiB,0.40%,0B / 0B,0B / 795kB,32
2026-07-31 10:05:26,openzen,1.10%,32.16MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,19
2026-07-31 10:05:26,scovox,144.86%,44.43MiB / 30.66GiB,0.14%,0B / 0B,0B / 778kB,7
2026-07-31 10:05:26,domain_bridge,200.53%,49.14MiB / 30.66GiB,0.16%,0B / 0B,0B / 147kB,11
2026-07-31 10:05:26,realsense,130.64%,12.34MiB / 30.66GiB,0.04%,0B / 0B,131kB / 319kB,2
2026-07-31 10:05:26,nav2,78.52%,110.1MiB / 30.66GiB,0.35%,0B / 0B,0B / 1.13MB,90
2026-07-31 10:05:26,glim,110.44%,24.96MiB / 30.66GiB,0.08%,0B / 0B,274kB / 98.3kB,4
2026-07-31 10:05:29,glim,42.23%,89.96MiB / 30.66GiB,0.29%,0B / 0B,274kB / 98.3kB,20
2026-07-31 10:05:29,ouster,7.07%,117.7MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:29,mapir-ffmpeg,28.87%,167.4MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:29,openzen,3.28%,32.35MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:29,scovox,5.52%,150.9MiB / 30.66GiB,0.48%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:29,domain_bridge,183.88%,51.02MiB / 30.66GiB,0.16%,0B / 0B,32.8kB / 209kB,5
2026-07-31 10:05:29,realsense,17.07%,92.62MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:29,nav2,1.92%,117.4MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.13MB,90
2026-07-31 10:05:32,glim,78.17%,169.7MiB / 30.66GiB,0.54%,0B / 0B,274kB / 98.3kB,35
2026-07-31 10:05:32,ouster,6.43%,116.4MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:32,mapir-ffmpeg,27.13%,165.8MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:32,openzen,2.85%,32.16MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:32,scovox,7.12%,96.77MiB / 30.66GiB,0.31%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:32,domain_bridge,101.51%,21.89MiB / 30.66GiB,0.07%,0B / 0B,32.8kB / 311kB,2
2026-07-31 10:05:32,realsense,16.60%,91.34MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:32,nav2,12.33%,120.1MiB / 30.66GiB,0.38%,0B / 0B,311kB / 1.13MB,92
2026-07-31 10:05:35,glim,72.81%,264.4MiB / 30.66GiB,0.84%,0B / 0B,274kB / 98.3kB,35
2026-07-31 10:05:35,ouster,6.74%,117MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:35,mapir-ffmpeg,28.45%,167.2MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:35,openzen,2.97%,32.02MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:35,scovox,85.80%,194.1MiB / 30.66GiB,0.62%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:35,domain_bridge,1.21%,49.18MiB / 30.66GiB,0.16%,0B / 0B,32.8kB / 311kB,28
2026-07-31 10:05:35,realsense,16.47%,91.09MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:35,nav2,4.82%,119.5MiB / 30.66GiB,0.38%,0B / 0B,311kB / 1.13MB,92
2026-07-31 10:05:38,glim,70.18%,269.9MiB / 30.66GiB,0.86%,0B / 0B,274kB / 98.3kB,35
2026-07-31 10:05:38,ouster,6.27%,116.5MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:38,mapir-ffmpeg,28.40%,165.8MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:38,openzen,3.01%,31.8MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:38,scovox,58.84%,262.7MiB / 30.66GiB,0.84%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:38,domain_bridge,0.13%,48.76MiB / 30.66GiB,0.16%,0B / 0B,32.8kB / 311kB,28
2026-07-31 10:05:38,realsense,16.27%,91.85MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:38,nav2,4.26%,120MiB / 30.66GiB,0.38%,0B / 0B,311kB / 1.13MB,92
2026-07-31 10:05:41,glim,69.84%,268.3MiB / 30.66GiB,0.85%,0B / 0B,274kB / 98.3kB,35
2026-07-31 10:05:41,ouster,7.06%,117.1MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:41,mapir-ffmpeg,28.51%,166MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:41,openzen,2.80%,32.06MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:41,scovox,89.52%,217.6MiB / 30.66GiB,0.69%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:41,domain_bridge,1.48%,50.44MiB / 30.66GiB,0.16%,0B / 0B,32.8kB / 311kB,28
2026-07-31 10:05:41,realsense,16.93%,91.86MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:41,nav2,5.24%,120.3MiB / 30.66GiB,0.38%,0B / 0B,311kB / 1.13MB,92
2026-07-31 10:05:44,glim,70.24%,277.7MiB / 30.66GiB,0.88%,0B / 0B,274kB / 98.3kB,35
2026-07-31 10:05:44,ouster,6.87%,116.7MiB / 30.66GiB,0.37%,0B / 0B,0B / 1.3MB,30
2026-07-31 10:05:44,mapir-ffmpeg,28.14%,166.6MiB / 30.66GiB,0.53%,0B / 0B,0B / 795kB,33
2026-07-31 10:05:44,openzen,2.89%,32.37MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.14MB,20
2026-07-31 10:05:44,scovox,60.91%,265.6MiB / 30.66GiB,0.85%,0B / 0B,0B / 852kB,53
2026-07-31 10:05:44,domain_bridge,0.29%,50.25MiB / 30.66GiB,0.16%,0B / 0B,32.8kB / 311kB,28
2026-07-31 10:05:44,realsense,16.85%,91.18MiB / 30.66GiB,0.29%,0B / 0B,131kB / 319kB,33
2026-07-31 10:05:44,nav2,4.59%,120.1MiB / 30.66GiB,0.38%,0B / 0B,311kB / 1.13MB,92
2026-07-31 10:05:47,trav_ros2,96.46%,209.2MiB / 30.66GiB,0.67%,0B / 0B,0B / 381kB,44
2026-07-31 10:05:47,glim,74.97%,279.8MiB / 30.66GiB,0.89%,0B / 0B,274kB / 11.6MB,35
2026-07-31 10:05:47,ouster,8.63%,117.1MiB / 30.66GiB,0.37%,0B / 0B,0B / 2.92MB,30
2026-07-31 10:05:47,mapir-ffmpeg,30.46%,166.9MiB / 30.66GiB,0.53%,0B / 0B,0B / 1.28MB,33
