Timestamp,Name,CPU_Perc,Mem_Usage,Mem_Perc,Net_IO,Block_IO,PIDs
2026-07-30 17:22:27,docker-recorder-run-bc4c5ecb2a13,288.55%,46.3MiB / 30.66GiB,0.15%,0B / 0B,20.7MB / 156kB,12
2026-07-30 17:22:27,ouster,112.97%,116.3MiB / 30.66GiB,0.37%,0B / 0B,122MB / 164kB,13
2026-07-30 17:22:27,openzen,27.52%,86.68MiB / 30.66GiB,0.28%,0B / 0B,81.6MB / 69.6kB,20
2026-07-30 17:22:27,trav_ros2,102.82%,78.38MiB / 30.66GiB,0.25%,0B / 0B,75.8MB / 28.7kB,4
2026-07-30 17:22:27,mapir-ffmpeg,108.76%,256.5MiB / 30.66GiB,0.82%,0B / 0B,185MB / 418kB,21
2026-07-30 17:22:27,scovox,135.65%,67.12MiB / 30.66GiB,0.21%,0B / 0B,57.4MB / 152kB,4
2026-07-30 17:22:27,realsense,105.93%,62.98MiB / 30.66GiB,0.20%,0B / 0B,41.9MB / 81.9kB,4
2026-07-30 17:22:27,glim,69.51%,150MiB / 30.66GiB,0.48%,0B / 0B,148MB / 139kB,21
2026-07-30 17:22:27,nav2,104.26%,198.7MiB / 30.66GiB,0.63%,0B / 0B,126MB / 0B,90
2026-07-30 17:22:30,docker-recorder-run-bc4c5ecb2a13,0.00%,15.29MiB / 30.66GiB,0.05%,0B / 0B,34.4MB / 365kB,2
2026-07-30 17:22:30,ouster,0.29%,202.8MiB / 30.66GiB,0.65%,0B / 0B,184MB / 164kB,27
2026-07-30 17:22:30,openzen,5.25%,87.21MiB / 30.66GiB,0.28%,0B / 0B,81.6MB / 69.6kB,20
2026-07-30 17:22:30,trav_ros2,11.18%,287.2MiB / 30.66GiB,0.91%,0B / 0B,125MB / 152kB,44
2026-07-30 17:22:30,mapir-ffmpeg,27.88%,330.8MiB / 30.66GiB,1.05%,0B / 0B,196MB / 418kB,33
2026-07-30 17:22:30,scovox,3.18%,116.9MiB / 30.66GiB,0.37%,0B / 0B,85.6MB / 332kB,53
2026-07-30 17:22:30,realsense,16.85%,178.2MiB / 30.66GiB,0.57%,0B / 0B,111MB / 270kB,33
2026-07-30 17:22:30,glim,7.25%,152.6MiB / 30.66GiB,0.49%,0B / 0B,148MB / 139kB,21
2026-07-30 17:22:30,nav2,1.86%,207.2MiB / 30.66GiB,0.66%,0B / 0B,126MB / 0B,90
2026-07-30 17:22:33,docker-recorder-run-bc4c5ecb2a13,0.00%,15.29MiB / 30.66GiB,0.05%,0B / 0B,34.4MB / 365kB,2
2026-07-30 17:22:33,ouster,0.07%,201.8MiB / 30.66GiB,0.64%,0B / 0B,184MB / 164kB,27
2026-07-30 17:22:33,openzen,4.70%,87.23MiB / 30.66GiB,0.28%,0B / 0B,81.6MB / 69.6kB,20
2026-07-30 17:22:33,trav_ros2,0.80%,286.9MiB / 30.66GiB,0.91%,0B / 0B,125MB / 152kB,44
2026-07-30 17:22:33,mapir-ffmpeg,28.19%,329.5MiB / 30.66GiB,1.05%,0B / 0B,196MB / 418kB,33
2026-07-30 17:22:33,scovox,3.08%,113.7MiB / 30.66GiB,0.36%,0B / 0B,85.6MB / 332kB,53
2026-07-30 17:22:33,realsense,17.42%,178.2MiB / 30.66GiB,0.57%,0B / 0B,111MB / 270kB,33
2026-07-30 17:22:33,glim,7.88%,153.2MiB / 30.66GiB,0.49%,0B / 0B,148MB / 139kB,21
2026-07-30 17:22:33,nav2,1.63%,207.9MiB / 30.66GiB,0.66%,0B / 0B,126MB / 0B,90
2026-07-30 17:22:36,docker-recorder-run-bc4c5ecb2a13,0.00%,15.29MiB / 30.66GiB,0.05%,0B / 0B,34.4MB / 365kB,2
2026-07-30 17:22:36,ouster,0.45%,200.9MiB / 30.66GiB,0.64%,0B / 0B,184MB / 164kB,27
2026-07-30 17:22:36,openzen,6.40%,87.38MiB / 30.66GiB,0.28%,0B / 0B,81.6MB / 69.6kB,20
2026-07-30 17:22:36,trav_ros2,1.55%,284.7MiB / 30.66GiB,0.91%,0B / 0B,125MB / 152kB,44
2026-07-30 17:22:36,mapir-ffmpeg,28.22%,330.8MiB / 30.66GiB,1.05%,0B / 0B,196MB / 418kB,33
2026-07-30 17:22:36,scovox,3.29%,114.1MiB / 30.66GiB,0.36%,0B / 0B,85.6MB / 332kB,53
2026-07-30 17:22:36,realsense,18.77%,178MiB / 30.66GiB,0.57%,0B / 0B,111MB / 270kB,33
2026-07-30 17:22:36,glim,8.83%,152.1MiB / 30.66GiB,0.48%,0B / 0B,148MB / 139kB,21
2026-07-30 17:22:36,nav2,2.51%,206.5MiB / 30.66GiB,0.66%,0B / 0B,126MB / 0B,90
2026-07-30 17:22:39,docker-recorder-run-bc4c5ecb2a13,0.19%,15.57MiB / 30.66GiB,0.05%,0B / 0B,34.5MB / 365kB,1
2026-07-30 17:22:39,ouster,0.07%,200.4MiB / 30.66GiB,0.64%,0B / 0B,184MB / 164kB,27
2026-07-30 17:22:39,openzen,5.93%,86.39MiB / 30.66GiB,0.28%,0B / 0B,81.6MB / 69.6kB,20
2026-07-30 17:22:39,trav_ros2,0.68%,284.3MiB / 30.66GiB,0.91%,0B / 0B,125MB / 152kB,44
2026-07-30 17:22:39,mapir-ffmpeg,27.88%,329.6MiB / 30.66GiB,1.05%,0B / 0B,196MB / 418kB,33
2026-07-30 17:22:39,scovox,2.10%,113.7MiB / 30.66GiB,0.36%,0B / 0B,85.6MB / 332kB,53
2026-07-30 17:22:39,realsense,16.50%,177.3MiB / 30.66GiB,0.56%,0B / 0B,111MB / 270kB,33
2026-07-30 17:22:39,glim,9.77%,153.1MiB / 30.66GiB,0.49%,0B / 0B,148MB / 139kB,21
2026-07-30 17:22:39,nav2,1.20%,205.4MiB / 30.66GiB,0.65%,0B / 0B,126MB / 0B,90
2026-07-30 17:22:43,docker-recorder-run-bc4c5ecb2a13,0.00%,15.12MiB / 30.66GiB,0.05%,0B / 0B,34.5MB / 365kB,1
