2026-07-29 20:08:13,ouster,14.92%,118MiB / 30.66GiB,0.38%,0B / 0B,0B / 2.85MB,29
2026-07-29 20:08:13,mapir-ffmpeg,29.61%,167.5MiB / 30.66GiB,0.53%,0B / 0B,0B / 1.29MB,33
2026-07-29 20:08:13,openzen,4.77%,32.52MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:13,trav_ros2,114.08%,404.8MiB / 30.66GiB,1.29%,0B / 0B,0B / 1.61MB,44
2026-07-29 20:08:13,realsense,19.05%,92.67MiB / 30.66GiB,0.30%,0B / 0B,0B / 3.2MB,33
2026-07-29 20:08:13,glim,65.85%,325.6MiB / 30.66GiB,1.04%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:13,nav2,13.58%,131MiB / 30.66GiB,0.42%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:16,docker-recorder-run-d28519123b03,0.00%,10.31MiB / 30.66GiB,0.03%,0B / 0B,0B / 9.45MB,1
2026-07-29 20:08:16,ouster,7.31%,117.4MiB / 30.66GiB,0.37%,0B / 0B,0B / 2.85MB,29
2026-07-29 20:08:16,mapir-ffmpeg,31.34%,166.7MiB / 30.66GiB,0.53%,0B / 0B,0B / 1.29MB,33
2026-07-29 20:08:16,openzen,4.51%,31.79MiB / 30.66GiB,0.10%,0B / 0B,0B / 2.15MB,20
2026-07-29 20:08:16,trav_ros2,113.29%,399.7MiB / 30.66GiB,1.27%,0B / 0B,0B / 1.61MB,44
2026-07-29 20:08:16,realsense,35.02%,92.18MiB / 30.66GiB,0.29%,0B / 0B,0B / 3.2MB,33
2026-07-29 20:08:16,glim,67.19%,327.3MiB / 30.66GiB,1.04%,0B / 0B,139kB / 11.6MB,37
2026-07-29 20:08:16,nav2,11.98%,130.6MiB / 30.66GiB,0.42%,0B / 0B,0B / 1.16MB,92
2026-07-29 20:08:19,ouster,6.47%,117.9MiB / 30.66GiB,0.38%,0B / 0B,0B / 2.85MB,29
